stock_code,date,foreign_buy,percent_foreign_ownership,cash_dividend,dividend_yield,beta,eps,pe,forward_pe,bvps,pb
DCT,2024-08-11,,0.39,,,0.03,-3078.0,-0.16,4.46,-17660.0,-0.03
DDG,2024-08-11,,3.69,,,1.44,184.0,15.22,55.89,10090.0,0.28
DDH,2024-08-11,,,600.0,0.03,-0.44,,,11.9,,
DDM,2024-08-11,,0.11,,,-1.02,-8479.0,-0.22,0.19,-73544.0,-0.03
DDN,2024-08-11,,,,,0.21,531.0,14.87,25.26,13447.0,0.59
DDV,2024-08-11,,5.41,600.0,0.04,3.38,1185.0,14.2,19.66,11766.0,1.43
DFC,2024-08-11,,,2000.0,0.1,-0.18,1565.0,12.52,7.6,24024.0,0.82
DFF,2024-08-11,,,,,2.09,-2450.0,-0.73,17.97,6404.0,0.28
DGC,2024-08-11,7500.0,17.85,6000.0,0.05,1.62,7743.0,14.53,13.78,37235.0,3.02
DGT,2024-08-11,,0.41,,,1.74,462.0,13.24,12.26,12711.0,0.48
DGW,2024-08-11,15700.0,23.22,500.0,0.01,1.61,2333.0,18.62,19.27,13080.0,3.32
DHA,2024-08-11,1300.0,10.11,2000.0,0.05,0.71,4216.0,9.63,16.01,28499.0,1.42
DHB,2024-08-11,,,,,1.77,5835.0,1.37,12.88,2023.0,3.94
DHC,2024-08-11,39916.0,39.39,2000.0,0.06,0.65,3330.0,10.74,9.59,24330.0,1.47
DHD,2024-08-11,,,300.0,0.01,-0.01,1721.0,15.11,22.71,15832.0,1.64
DHG,2024-08-11,300.0,53.76,7500.0,0.07,0.34,6362.0,16.16,12.45,33726.0,3.05
DHM,2024-08-11,,0.13,,,0.42,234.0,37.76,24.95,11342.0,0.78
DHN,2024-08-11,,,2000.0,0.08,-0.01,,,10.63,,
DHP,2024-08-11,200.0,0.44,1000.0,0.09,-0.3,1456.0,7.83,7.84,18114.0,0.63
DHT,2024-08-11,,35.99,1000.0,0.01,0.31,792.0,87.62,72.8,13074.0,5.31
DIC,2024-08-11,,0.33,,,-0.2,-1409.0,-0.71,18.99,-3469.0,-0.29
DID,2024-08-11,,0.04,,,1.31,67.0,61.67,64.83,11801.0,0.35
DIG,2024-08-11,116400.0,4.89,,,1.3,135.0,156.92,12.83,13035.0,1.63
DIH,2024-08-11,,,,,-0.05,-380.0,-43.42,9.48,17340.0,0.95
DKC,2024-08-11,,,1300.0,1.86,0.35,,,0.65,,
DL1,2024-08-11,,6.09,,,0.88,497.0,12.89,8.95,13959.0,0.46
DLD,2024-08-11,,,,,2.33,-2131.0,-2.67,-9.32,4194.0,1.36
DLG,2024-08-11,,1.28,,,1.09,-237.0,-8.16,3.21,2149.0,0.9
DLR,2024-08-11,,4.71,,,-0.17,396.0,43.45,131.51,-3875.0,-4.44
DLT,2024-08-11,,0.04,1000.0,0.16,,-37446.0,-0.17,0.28,337805.0,0.02
DM7,2024-08-11,,,1711.0,0.09,0.37,4004.0,5.0,5.64,18969.0,1.05
DMC,2024-08-11,,56.56,2500.0,0.04,0.53,5289.0,12.67,11.63,44221.0,1.52
DMN,2024-08-11,,,,,0.26,458.0,10.69,2.66,12893.0,0.38
DMS,2024-08-11,,,200.0,0.03,0.63,1269.0,6.23,9.88,12103.0,0.65
DNA,2024-08-11,,,1500.0,0.06,-0.49,2276.0,10.46,8.36,15346.0,1.55
DNC,2024-08-11,,,2500.0,0.03,-0.23,6468.0,11.75,12.08,16650.0,4.56
DND,2024-08-11,,,,,-0.09,94.0,200.85,271.47,12004.0,1.57
DNE,2024-08-11,,,500.0,0.05,-0.47,573.0,16.24,7.13,10575.0,0.88
DNH,2024-08-11,,,2850.0,0.06,0.75,1637.0,30.54,38.95,12663.0,3.95
DNL,2024-08-11,,,1000.0,0.04,-0.29,6.0,4434.78,19.63,10344.0,2.47
DNM,2024-08-11,,3.5,,,-0.35,-11013.0,-0.83,117.77,515.0,17.67
DNN,2024-08-11,,,1700.0,8.5,,1471.0,0.14,0.13,13584.0,0.01
DNP,2024-08-11,,0.18,,,0.9,326.0,63.82,40.17,42819.0,0.49
DNT,2024-08-11,,,1000.0,0.03,-0.46,,,23.74,,
DNW,2024-08-11,,0.25,1600.0,0.05,0.46,2702.0,12.25,16.02,19787.0,1.67
DOC,2024-08-11,,,400.0,0.04,-0.26,,,29.26,,
DOP,2024-08-11,,,1200.0,0.09,-0.15,,,6.96,,
DP1,2024-08-11,,,2300.0,0.06,1.23,6597.0,5.71,8.2,19598.0,1.92
DP2,2024-08-11,,,,,-0.86,-884.0,-3.28,580.0,3939.0,0.74
DP3,2024-08-11,,,3000.0,0.05,0.5,5657.0,10.45,14.77,21804.0,2.71
DPC,2024-08-11,,1.23,,,1.24,-2124.0,-4.71,4.47,11360.0,0.88
DPG,2024-08-11,,6.39,1000.0,0.02,2.18,3424.0,15.31,9.61,39777.0,1.32
DPH,2024-08-11,,0.06,1700.0,0.03,0.02,567.0,88.16,7.72,23699.0,2.11
DPM,2024-08-11,2000.0,7.84,2000.0,0.06,1.41,1700.0,19.82,24.34,28704.0,1.17
DPP,2024-08-11,,,1200.0,0.1,-0.24,,,4.4,,
DPR,2024-08-11,,5.01,1500.0,0.04,1.54,2719.0,14.25,15.18,37062.0,1.05
ECI,2024-08-11,,,600.0,0.02,0.02,-4313.0,-5.68,12.86,16630.0,1.47
DPS,2024-08-11,,0.34,,,,-217.0,-1.38,0.67,10472.0,0.03
DQC,2024-08-11,,0.61,,,0.33,-938.0,-13.76,22.16,32295.0,0.4
DRC,2024-08-11,2200.0,9.86,1200.0,0.04,1.3,2259.0,12.55,14.77,16125.0,1.76
DRG,2024-08-11,,,,,1.71,382.0,20.95,91.15,11699.0,0.68
DRH,2024-08-11,,0.91,,,1.2,-955.0,-1.99,47.25,11563.0,0.16
DRI,2024-08-11,,0.1,600.0,0.05,2.93,1393.0,8.3,13.97,7809.0,1.48
DRL,2024-08-11,,2.93,5800.0,0.1,0.15,4884.0,12.35,13.84,11567.0,5.21
DS3,2024-08-11,,0.34,,,-0.39,1452.0,3.79,5.87,7851.0,0.7
DSD,2024-08-11,,,,,,166.0,120.16,77.53,12876.0,1.55
DSE,2024-08-11,300.0,13.17,,,0.96,748.0,32.5,47.17,12611.0,1.93
DSG,2024-08-11,,0.17,,,0.52,-608.0,-8.72,-16.85,60.0,88.33
DSN,2024-08-11,,15.78,4000.0,0.07,0.24,8062.0,6.85,6.41,27913.0,1.98
DSP,2024-08-11,,,,,0.05,-31.0,-425.25,513.53,8047.0,1.66
DST,2024-08-11,,,,,1.56,320.0,10.01,33.73,12386.0,0.26
DTA,2024-08-11,,0.2,,,-0.11,95.0,42.56,22.08,11320.0,0.36
DTB,2024-08-11,,,1073.0,0.08,-2.42,,,8.39,,
DTC,2024-08-11,,,,,0.5,-3624.0,-1.16,-1.4,2041.0,2.06
DTD,2024-08-11,72400.0,1.09,,,2.99,2829.0,9.37,5.61,22744.0,1.17
DTE,2024-08-11,,,,,-0.05,699.0,7.3,2.0,11282.0,0.45
DTG,2024-08-11,,0.08,,,0.6,3857.0,6.17,5.99,21061.0,1.13
DTH,2024-08-11,,,300.0,0.02,-0.12,482.0,28.2,18.15,18177.0,0.75
DTI,2024-08-11,,,,,1.41,15.0,150.44,4.26,10059.0,0.22
DTK,2024-08-11,,0.01,400.0,0.03,-0.02,883.0,13.24,12.14,12202.0,0.96
DTL,2024-08-11,,,,,0.24,-240.0,-46.61,40.48,12543.0,0.89
DTP,2024-08-11,,,1500.0,0.01,0.12,14883.0,9.8,9.1,57321.0,2.54
DTT,2024-08-11,,0.17,800.0,0.05,-0.01,1360.0,12.83,18.97,16000.0,1.09
DUS,2024-08-11,,,,,,6.0,1317.07,-0.97,13641.0,0.59
DVC,2024-08-11,,,600.0,0.07,-0.85,,,5.15,,
DVG,2024-08-11,,,,,-0.71,16.0,76.29,4.48,11196.0,0.11
DVM,2024-08-11,,,,,0.98,1208.0,7.2,7.52,16981.0,0.51
DVN,2024-08-11,,,700.0,0.03,1.86,1943.0,11.29,10.92,14220.0,1.54
DVP,2024-08-11,1500.0,14.08,7000.0,0.09,0.31,8235.0,9.28,8.86,35678.0,2.14
DVW,2024-08-11,,,2000.0,0.1,0.19,,,6.11,,
DWC,2024-08-11,,,,,-0.22,1267.0,10.26,36.2,11019.0,1.18
DWS,2024-08-11,,,600.0,0.04,-0.14,1715.0,7.87,7.9,13663.0,0.99
DXG,2024-08-11,36100.0,18.06,,,1.71,209.0,81.05,10.17,21694.0,0.78
DXL,2024-08-11,,1.86,125.0,0.01,-0.18,6197.0,1.44,44.03,12237.0,0.73
DXP,2024-08-11,,,500.0,0.04,1.42,1022.0,11.65,9.51,14106.0,0.84
DXS,2024-08-11,495700.0,18.16,,,1.56,-17.0,-365.67,1.72,14291.0,0.44
DXV,2024-08-11,,0.54,,,0.48,-994.0,-4.31,-5.98,9965.0,0.43
DZM,2024-08-11,,9.71,,,,-212.0,-13.69,8.4,-872.0,-3.33
E12,2024-08-11,,,,,1.28,-2352.0,-2.59,2.09,9859.0,0.62
E1VFVN30,2024-08-11,266800.0,87.57,,,,,,,,
E29,2024-08-11,,,500.0,0.07,0.81,39.0,181.54,8.14,10048.0,0.7
EBS,2024-08-11,,0.66,800.0,0.08,1.23,1573.0,6.74,10.32,15389.0,0.69
ECO,2024-08-11,,,,,3.61,322.0,46.58,,10921.0,1.37
EFI,2024-08-11,,0.03,,,0.55,48.0,33.07,17.41,15037.0,0.11
EIB,2024-08-11,36500.0,3.24,300.0,0.02,0.48,1547.0,12.41,6.48,12979.0,1.48
EIC,2024-08-11,,,1700.0,0.08,-1.56,1399.0,16.08,23.33,11962.0,1.88
EID,2024-08-11,,,1400.0,0.05,0.24,5174.0,5.28,6.4,30461.0,0.9
EIN,2024-08-11,,,,,0.81,-136.0,-18.86,116.44,8765.0,0.29
ELC,2024-08-11,50100.0,3.0,,,1.93,772.0,33.88,20.17,14173.0,1.85
EME,2024-08-11,,,700.0,0.03,-1.63,,,17.08,,
EMG,2024-08-11,,,1500.0,0.06,-0.05,,,5.19,,
EMS,2024-08-11,,,1000.0,0.04,0.66,3066.0,7.39,6.86,13930.0,1.63
EPC,2024-08-11,,,,,0.49,,,23.43,,
EPH,2024-08-11,500.0,0.24,1300.0,0.08,0.54,-331.0,-48.32,4.44,11203.0,1.43
EVE,2024-08-11,,67.06,500.0,0.05,0.99,-784.0,-13.51,7.42,22435.0,0.47
EVF,2024-08-11,148200.0,0.78,,,1.7,754.0,14.72,13.36,12603.0,0.88
EVG,2024-08-11,1600.0,0.47,,,1.72,178.0,35.3,14.29,13233.0,0.48
EVS,2024-08-11,,0.37,,,1.61,52.0,105.55,8.46,11860.0,0.46
FBC,2024-08-11,,,20000.0,5.41,,929.0,3.98,0.23,17627.0,0.21
FCC,2024-08-11,,,,,,,,99.95,,
FCM,2024-08-11,,2.94,,,0.98,-41.0,-80.89,9.86,11717.0,0.28
EME,2024-11-14,,,700.0,0.03,-1.63,,,17.08,,
FCN,2024-08-11,10100.0,31.24,100.0,0.01,1.04,-204.0,-62.28,33.32,21215.0,0.6
FCS,2024-08-11,,,,,2.0,-17.0,-502.66,197.17,2090.0,4.07
FDC,2024-08-11,,0.02,,,-0.12,26.0,612.09,120.6,11571.0,1.38
FGL,2024-08-11,,,,,0.24,-1100.0,-9.18,-25.27,1373.0,7.36
FHN,2024-08-11,,,400.0,0.03,0.16,141.0,99.87,19.23,15962.0,0.88
FHS,2024-08-11,,,1800.0,0.06,-0.26,4509.0,6.92,5.68,15897.0,1.96
FIC,2024-08-11,,,500.0,0.04,-0.31,448.0,31.48,23.37,12568.0,1.12
FID,2024-08-11,,,,,-0.29,-180.0,-6.66,24.72,10666.0,0.11
FIR,2024-08-11,500.0,0.19,,,0.16,25.0,190.66,3.87,11544.0,0.42
FIT,2024-08-11,,0.03,,,0.84,461.0,9.69,5.62,17469.0,0.26
FLC,2024-08-11,,2.16,,,,-2649.0,-1.32,2.82,11190.0,0.31
FMC,2024-08-11,2600.0,31.04,2000.0,0.04,0.65,4251.0,10.74,9.33,34848.0,1.31
FOC,2024-08-11,,0.88,2000.0,0.02,1.96,7795.0,10.6,7.26,42855.0,1.93
FOX,2024-08-11,,,2000.0,0.02,1.85,5627.0,16.47,13.01,20705.0,4.48
FPT,2024-08-11,210179.0,45.87,1000.0,0.01,1.04,5652.0,23.9,18.14,24213.0,5.58
FRC,2024-08-11,,,,,0.13,8.0,3331.07,10.71,11678.0,2.14
FRM,2024-08-11,,,426.0,0.1,0.07,117.0,34.92,18.45,11343.0,0.36
FRT,2024-08-11,22900.0,37.45,,,0.9,775.0,219.45,185.29,14614.0,11.63
FSO,2024-08-11,,,,,,,,41.49,,
FT1,2024-08-11,,1.52,3700.0,0.08,0.25,,,6.13,,
FTI,2024-08-11,,,,,,-331.0,-11.18,70.72,8688.0,0.43
FTM,2024-08-11,,0.55,,,0.07,-2591.0,-0.27,5.83,-15777.0,-0.04
FTS,2024-08-11,22600.0,30.38,500.0,0.01,1.88,1822.0,23.47,31.14,12940.0,3.3
FUCTVGF3,2024-08-11,,,,,,,,,,
GSM,2024-08-11,,,2000.0,0.09,1.03,1700.0,13.23,25.28,16119.0,1.4
FUCTVGF4,2024-08-11,,,,,,,,,,
FUCTVGF5,2024-08-11,,0.46,,,,,,,,
FUCVREIT,2024-08-11,,1.67,,,,,,,,
FUEABVND,2024-08-11,,,,,,,,,,
FUEBFVND,2024-08-11,,,,,,,,,,
FUEDCMID,2024-08-11,100.0,83.53,,,,,,,,
FUEFCV50,2024-08-11,,1.81,,,,,,,,
FUEIP100,2024-08-11,,2.22,,,,,,,,
FUEKIV30,2024-08-11,,96.77,,,,,,,,
FUEKIVFS,2024-08-11,,87.26,,,,,,,,
FUEKIVND,2024-08-11,157000.0,98.64,,,,,,,,
FUEMAV30,2024-08-11,,89.62,,,,,,,,
FUEMAVND,2024-08-11,,92.91,,,,,,,,
FUESSV30,2024-08-11,1000.0,33.45,,,,,,,,
AAA,2024-11-14,,2.18,,,1.53,967.0,8.78,8.61,15896.0,0.53
A32,2024-11-14,,,3500.0,0.1,0.92,,,5.64,,
AAH,2024-11-14,,,,,1.63,100.0,35.92,9.61,10100.0,0.36
AAV,2024-11-14,,0.09,,,1.47,-140.0,-46.34,17.94,11201.0,0.58
ABB,2024-11-14,,16.41,,,0.63,67.0,111.64,7.76,12759.0,0.59
AAM,2024-11-14,,0.92,,,0.01,-511.0,-13.11,82.72,18914.0,0.35
ABC,2024-11-14,,0.91,500.0,0.04,1.62,1551.0,8.01,8.78,24214.0,0.51
ABI,2024-11-14,6800.0,10.03,1000.0,0.04,1.02,2394.0,10.6,5.74,21353.0,1.19
AAT,2024-11-14,,0.82,,,0.73,257.0,13.18,24.01,10117.0,0.34
AAS,2024-11-14,,0.99,,,1.82,339.0,19.58,6.37,10837.0,0.61
ABR,2024-11-14,,48.4,2000.0,0.15,0.54,584.0,22.45,15.09,14474.0,0.91
ABS,2024-11-14,,,,,0.94,52.0,74.47,15.6,11513.0,0.34
ACB,2024-11-14,3325400.0,30.0,1000.0,0.04,0.95,3992.0,6.24,6.32,17654.0,1.41
ABT,2024-11-14,,2.29,2000.0,0.05,0.11,6431.0,6.2,7.64,44535.0,0.89
ABW,2024-11-14,20000.0,0.66,,,1.35,1016.0,8.42,6.93,14023.0,0.61
ACC,2024-11-14,,7.7,,,0.95,646.0,21.5,13.14,12588.0,1.1
ACG,2024-11-14,,38.55,2300.0,0.06,0.87,3263.0,12.38,13.84,27898.0,1.45
ACE,2024-11-14,,0.23,3500.0,0.1,0.52,2069.0,17.25,8.51,20029.0,1.78
ACL,2024-11-14,,2.27,,,0.27,202.0,58.59,7.43,16100.0,0.74
ACV,2024-11-14,23000.0,3.68,,,1.41,4613.0,25.94,27.78,26223.0,4.56
ADS,2024-11-14,,0.14,1000.0,0.11,1.34,433.0,20.87,6.27,12055.0,0.75
AGF,2024-11-14,,0.47,,,0.27,-95.0,-27.39,14.62,-6510.0,-0.4
ADG,2024-11-14,,46.38,,,0.01,1230.0,8.86,4.36,17034.0,0.64
AFX,2024-11-14,,,,,0.64,922.0,8.05,6.96,13319.0,0.56
ADC,2024-11-14,,,1500.0,0.07,0.25,3562.0,5.73,4.23,19715.0,1.03
AGG,2024-11-14,5000.0,0.91,,,1.38,2253.0,6.81,4.8,19924.0,0.77
AGM,2024-11-14,,0.56,,,0.61,-14767.0,-0.23,12.45,-5250.0,-0.65
AGR,2024-11-14,,0.28,700.0,0.04,1.93,585.0,30.43,20.72,11241.0,1.58
AGP,2024-11-14,,,,,0.12,2040.0,19.0,15.47,16654.0,2.33
AGX,2024-11-14,,1.74,1500.0,0.02,0.34,,,8.34,,
AIC,2024-11-14,,75.11,,,1.14,-34.0,-319.98,33.52,10759.0,1.0
ALV,2024-11-14,,0.34,,,1.38,-233.0,-24.93,5.89,11280.0,0.52
AMC,2024-11-14,800.0,2.87,1300.0,0.08,0.12,2173.0,7.64,7.62,18084.0,0.92
AMD,2024-11-14,,0.72,,,,-782.0,-1.41,8.99,10588.0,0.1
AME,2024-11-14,,2.24,,,0.57,328.0,15.24,14.26,12214.0,0.41
AMP,2024-11-14,,,,,0.86,278.0,36.72,20.96,13863.0,0.74
AMS,2024-11-14,,35.47,300.0,0.03,2.0,1134.0,8.36,6.8,13358.0,0.71
AMV,2024-11-14,,,,,1.07,-445.0,-3.59,4.2,12403.0,0.13
ANT,2024-11-14,,,,,0.68,3330.0,7.02,12.28,15725.0,1.49
APC,2024-11-14,,15.02,,,-0.06,-1019.0,-6.48,136.17,28639.0,0.23
APG,2024-11-14,,9.33,,,1.26,-300.0,-30.62,8.61,10887.0,0.85
APF,2024-11-14,,,4500.0,0.09,0.47,6614.0,7.86,10.32,37627.0,1.38
ACM,2024-11-14,,1.9,,,1.38,-296.0,-1.69,8.5,6575.0,0.08
ACS,2024-11-14,,,,,0.27,,,16.75,,
APH,2024-11-14,,28.31,,,1.3,511.0,12.47,4.95,24122.0,0.26
ADP,2024-11-14,,0.83,4150.0,0.14,0.43,3934.0,7.33,13.85,11800.0,2.44
AG1,2024-11-14,,,230.0,0.02,0.43,422.0,23.68,5.4,10038.0,1.0
ALT,2024-11-14,,,1000.0,0.07,0.2,-262.0,-52.69,12.13,37018.0,0.37
API,2024-11-14,42100.0,0.81,,,2.43,-558.0,-13.27,16.37,10709.0,0.69
ANV,2024-11-14,,0.74,500.0,0.03,1.65,464.0,39.87,8.07,21470.0,0.86
APP,2024-11-14,,0.47,,,1.49,-685.0,-11.99,11.09,10089.0,0.81
APL,2024-11-14,,,1200.0,0.07,0.19,,,8.11,,
APS,2024-11-14,,1.0,,,1.85,550.0,11.63,10.84,10006.0,0.64
ARM,2024-11-14,,0.11,1000.0,0.03,0.4,974.0,37.46,24.81,12044.0,3.03
APT,2024-11-14,,,,,0.62,-2698.0,-0.89,3.3,-7606.0,-0.32
ART,2024-11-14,,0.66,,,,-247.0,-5.25,6.01,1391.0,0.93
ASM,2024-11-14,16000.0,12.46,,,1.39,615.0,14.71,4.19,21836.0,0.41
ASG,2024-11-14,,0.73,,,0.27,396.0,47.61,73.88,22369.0,0.84
ASP,2024-11-14,,48.97,,,0.49,196.0,20.93,17.01,7668.0,0.53
ATG,2024-11-14,,0.09,,,0.69,-50.0,-48.19,73.06,41.0,58.54
ASA,2024-11-14,,0.25,,,,18.0,697.29,15.75,,
ATB,2024-11-14,,0.06,,,0.44,-278.0,-2.16,2.6,2348.0,0.26
ATA,2024-11-14,,0.05,,,1.25,60.0,8.4,0.2,-25217.0,-0.02
ATS,2024-11-14,,0.15,,,-0.46,51.0,259.18,9.24,12452.0,1.06
AVC,2024-11-14,,,8584.0,0.15,0.22,3154.0,17.63,35.5,14976.0,3.71
AST,2024-11-14,900.0,43.51,1200.0,0.02,0.44,3016.0,18.14,10.7,14435.0,3.79
AVG,2024-11-14,,0.07,,,2.4,727.0,38.51,40.08,16336.0,1.71
AVF,2024-11-14,,0.21,,,,-2388.0,-0.17,1.16,-45240.0,-0.01
BAF,2024-11-14,3500.0,2.14,,,1.08,1104.0,20.75,17.89,11857.0,1.93
BAB,2024-11-14,,,,,0.48,1213.0,9.89,9.77,12748.0,0.94
BAL,2024-11-14,,0.08,700.0,0.08,0.16,,,18.12,,
BAX,2024-11-14,,16.38,2500.0,0.06,-0.05,3610.0,10.8,15.43,26963.0,1.45
BBH,2024-11-14,,,200.0,0.02,-0.73,,,46.4,,
BBC,2024-11-14,,0.73,1500.0,0.03,0.12,7085.0,7.06,8.49,78292.0,0.64
BBM,2024-11-14,400.0,0.27,200.0,0.03,1.05,1448.0,5.33,27.02,13753.0,0.56
BBT,2024-11-14,,0.8,,,-1.07,-2060.0,-6.55,15.55,7233.0,1.87
BCA,2024-11-14,,,,,2.21,20691.0,0.53,20.9,28219.0,0.39
BCE,2024-11-14,,1.7,,,0.63,-240.0,-25.64,8.36,8827.0,0.7
BBS,2024-11-14,,0.53,900.0,0.09,0.1,1423.0,7.17,14.24,17721.0,0.58
BCG,2024-11-14,20800.0,1.17,,,1.42,341.0,18.43,5.81,24196.0,0.26
BCB,2024-11-14,,,2919.0,4.17,,28.0,24.84,0.2,10028.0,0.07
BCC,2024-11-14,,0.93,,,1.07,-1082.0,-7.21,6.05,14097.0,0.55
BCF,2024-11-14,,,1800.0,0.05,-0.48,3069.0,13.03,16.95,12222.0,3.27
BCM,2024-11-14,26700.0,2.03,1800.0,0.03,1.18,2796.0,24.28,29.9,19392.0,3.5
BCO,2024-11-14,,,,,,,,10.32,,
BCR,2024-11-14,1000.0,0.01,,,1.82,210.0,25.08,5.9,12713.0,0.42
BCP,2024-11-14,,3.26,,,0.19,77.0,151.53,116.33,12606.0,0.93
BCV,2024-11-14,,,,,,194.0,111.09,30.71,11704.0,1.84
BDB,2024-11-14,,,800.0,0.09,0.05,648.0,13.42,8.17,11858.0,0.73
BDG,2024-11-14,,1.42,2500.0,0.07,0.51,5882.0,5.79,8.98,23059.0,1.48
BGW,2024-11-14,,,548.0,0.03,0.18,551.0,29.04,25.93,10519.0,1.52
BFC,2024-11-14,,4.11,2500.0,0.06,1.93,5624.0,7.01,10.73,25337.0,1.56
BED,2024-11-14,,,2200.0,0.07,-0.06,2128.0,14.47,17.33,13691.0,2.25
BHA,2024-11-14,,0.03,1250.0,0.06,0.16,2629.0,8.44,23.29,14651.0,1.52
BHC,2024-11-14,,0.9,,,0.54,2.0,904.98,71.43,-17140.0,-0.12
BHG,2024-11-14,,,,,,1745.0,6.3,78.63,11097.0,0.99
BHI,2024-11-14,,75.02,,,-0.38,-21.0,-618.22,131.0,11803.0,1.11
BGE,2024-11-14,,0.01,,,2.4,567.0,19.29,15.55,14015.0,0.78
BEL,2024-11-14,,,1000.0,0.03,0.14,3.0,11870.5,36.0,8268.0,3.99
BHN,2024-11-14,,17.57,2700.0,0.07,0.26,1423.0,27.4,44.75,22286.0,1.75
BHP,2024-11-14,,0.03,250.0,0.04,-2.0,-461.0,-14.72,22.39,15453.0,0.44
BIC,2024-11-14,5600.0,45.46,1500.0,0.05,1.22,4004.0,8.24,6.45,24106.0,1.37
BID,2024-11-14,18300.0,17.01,,,1.1,4201.0,10.98,12.77,24286.0,1.9
BII,2024-11-14,,,,,1.23,30.0,23.62,0.79,8971.0,0.08
BIG,2024-11-14,500.0,0.27,,,1.16,,,4.41,,
BIO,2024-11-14,,,650.0,0.04,1.02,,,19.05,,
BLF,2024-11-14,,,,,1.34,-370.0,-9.68,8.41,10581.0,0.34
BKG,2024-11-14,,0.1,,,0.48,184.0,18.15,9.57,12473.0,0.27
BKC,2024-11-14,,0.14,,,0.1,2115.0,5.01,23.93,17543.0,0.6
BLN,2024-11-14,,0.01,,,,,,29.69,,
BDW,2024-11-14,,0.05,2550.0,0.1,0.18,3294.0,7.39,6.34,16175.0,1.5
BDT,2024-11-14,,0.12,648.0,0.09,1.36,152.0,48.59,27.45,14226.0,0.52
BMC,2024-11-14,,5.02,1150.0,0.06,0.54,2152.0,9.71,15.27,18469.0,1.13
BLT,2024-11-14,,0.02,8800.0,0.23,-0.15,,,24.43,,
BMI,2024-11-14,,30.29,500.0,0.02,1.22,2303.0,8.81,6.49,22835.0,0.89
BMG,2024-11-14,,19.17,1500.0,0.08,0.11,915.0,21.09,7.3,16974.0,1.14
BMP,2024-11-14,49200.0,84.18,18340.0,0.15,0.92,12419.0,10.06,9.93,35922.0,3.48
BMN,2024-11-14,,,700.0,0.08,0.17,1693.0,5.08,6.01,10561.0,0.81
BMD,2024-11-14,,,700.0,0.07,1.06,,,5.41,11879.0,0.81
BMS,2024-11-14,,0.36,,,2.31,364.0,25.27,10.06,11994.0,0.77
BHK,2024-11-14,,0.01,900.0,0.04,0.07,,,19.06,,
BMV,2024-11-14,,,84.0,0.01,0.11,49.0,165.61,60.05,10139.0,0.8
BNA,2024-11-14,,,,,0.82,2260.0,4.38,3.64,21005.0,0.47
BOT,2024-11-14,,0.17,,,1.1,-1227.0,-1.94,28.23,1717.0,1.39
BPC,2024-11-14,,1.35,200.0,0.02,0.78,67.0,141.83,46.88,24596.0,0.39
BRC,2024-11-14,5000.0,1.25,1100.0,0.08,0.17,1854.0,7.5,8.76,16849.0,0.82
BNW,2024-11-14,,,780.0,0.08,,1314.0,7.0,12.24,11020.0,0.83
BQB,2024-11-14,,0.48,,,0.34,-230.0,-14.34,10312.5,4431.0,0.74
BLI,2024-11-14,,1.02,,,1.1,1122.0,8.24,6.85,14705.0,0.63
BRS,2024-11-14,,,1400.0,0.06,-0.01,-62.0,-360.55,6.84,13744.0,1.62
BRR,2024-11-14,,,700.0,0.04,-0.1,1276.0,14.19,14.95,12399.0,1.46
BSC,2024-11-14,,4.83,,,0.06,727.0,20.07,18.38,12733.0,1.15
BSA,2024-11-14,,,1980.0,0.09,0.17,478.0,48.43,30.11,14040.0,1.65
BSG,2024-11-14,,,,,0.05,643.0,18.36,18.05,6035.0,1.96
BSH,2024-11-14,,0.31,2000.0,0.09,-0.08,2261.0,10.08,13.5,17702.0,1.29
BSD,2024-11-14,,0.4,500.0,0.03,1.49,,,212.61,,
BMF,2024-11-14,,,,,0.58,826.0,11.51,7.34,11152.0,0.85
BSI,2024-11-14,21600.0,40.07,,,1.88,1868.0,25.54,22.88,22306.0,2.14
BSP,2024-11-14,,,1000.0,0.1,-0.31,324.0,30.88,126.47,14973.0,0.67
BSQ,2024-11-14,,0.01,1500.0,0.07,0.12,1996.0,10.02,9.53,18410.0,1.09
BSR,2024-11-14,1400.0,0.65,700.0,0.03,1.68,961.0,20.97,54.44,17940.0,1.12
BSL,2024-11-14,,0.25,700.0,0.07,0.46,734.0,12.94,12.28,10979.0,0.87
BST,2024-11-14,,0.22,1300.0,0.09,-0.63,1744.0,8.03,7.33,14033.0,1.0
BT6,2024-11-14,,8.28,,,,-1264.0,-2.69,7.01,-29147.0,-0.12
BTD,2024-11-14,,,2200.0,0.12,0.88,1443.0,12.96,13.57,39656.0,0.47
EMG,2024-11-14,,,1500.0,0.06,-0.05,,,5.19,,
BTB,2024-11-14,,0.01,,,-0.72,401.0,13.46,2053.23,14037.0,0.38
BT1,2024-11-14,,,800.0,0.06,-0.17,,,9.42,,
BTH,2024-11-14,,,700.0,0.02,0.44,19685.0,1.73,2.14,29022.0,1.17
BTN,2024-11-14,,,,,0.64,,,-1.55,,
BTT,2024-11-14,,4.91,3350.0,0.1,0.19,3337.0,10.49,9.01,28086.0,1.25
BTP,2024-11-14,,8.64,3272.0,0.27,0.4,502.0,24.32,40.52,17220.0,0.71
BTG,2024-11-14,,,,,-0.98,205.0,38.13,18.56,15349.0,0.51
BTS,2024-11-14,,0.12,,,0.33,-1217.0,-4.11,-4.86,9278.0,0.54
